,loc,Phylum,taxlevel,intersect,unique_edna,unique_trad,count_intersect,count_unique_edna,count_unique_trad,percent_inter_trad,percent_inter_edna
36,Dawson_Los_Monos_Canyon,Streptophyta,Genus,Brassica,Anthriscus;Aulacomnium;Bryum;Carduus;Cercis;Ephemerum;Gemmabryum;Klebsormidium;Orthotrichum;Rosulabryum;Tortula;Triquetrella,Achnatherum;Acourtia;Adenostoma;Adiantum;Adolphia;Ambrosia;Amorpha;Amsinckia;Anagallis;Anemopsis;Antirrhinum;Aphanes;Apiastrum;Apium;Arctostaphylos;Artemisia;Asclepias;Avena;Baccharis;Bromus;Calochortus;Calystegia;Camissonia;Capsella;Cardamine;Cardionema;Carex;Castilleja;Caulanthus;Ceanothus;Cerastium;Cercocarpus;Chaenactis;Chamaesyce;Cheilanthes;Chenopodium;Chlorogalum;Chorizanthe;Cirsium;Clarkia;Claytonia;Clematis;Cleome;Cneoridium;Collinsia;Convolvulus;Corethrogyne;Cotula;Crassula;Cressa;Croton;Cryptantha;Cucurbita;Cuscuta;Cyperus;Datura;Daucus;Delphinium;Dendromecon;Dichelostemma;Distichlis;Dodecatheon;Draba;Dryopteris;Dudleya;Dysphania;Eleocharis;Encelia;Epilobium;Equisetum;Erigeron;Eriodictyon;Eriogonum;Eriophyllum;Erodium;Eschscholzia;Eucrypta;Euphorbia;Euthamia;Festuca;Foeniculum;Frangula;Fraxinus;Galium;Gastridium;Gnaphalium;Guillenia;Hazardia;Hedypnois;Helianthemum;Hemizonia;Hesperoyucca;Heteromeles;Hirschfeldia;Isocoma;Juncus;Keckiella;Lasthenia;Lathyrus;Lemna;Lepidium;Leymus;Linanthus;Linaria;Lithophragma;Lolium;Lonicera;Lotus;Lupinus;Lythrum;Maclura;Malacothamnus;Malosma;Malva;Marah;Marrubium;Medicago;Melica;Melilotus;Micropus;Mimulus;Mirabilis;Nassella;Nasturtium;Navarretia;Nicotiana;Opuntia;Osmadenia;Oxalis;Paeonia;Papaver;Pellaea;Pennisetum;Pentagramma;Phacelia;Pholistoma;Phoradendron;Phragmites;Picris;Plagiobothrys;Plantago;Platanus;Platystemon;Poa;Polypodium;Porophyllum;Potentilla;Prunus;Pseudognaphalium;Pteridium;Pterostegia;Quercus;Rhamnus;Rhus;Ribes;Rosa;Rubus;Rumex;Salix;Salvia;Sambucus;Sanicula;Schoenoplectus;Scirpus;Scrophularia;Selaginella;Sidalcea;Silene;Silybum;Sinapis;Sisyrinchium;Solanum;Solidago;Sonchus;Spergula;Stachys;Stellaria;Stephanomeria;Stylocline;Stylomecon;Symphoricarpos;Tetracoccus;Thalictrum;Toxicodendron;Tragopogon;Trichostema;Trifolium;Uropappus;Urtica;Verbena;Vicia;Vinca;Viola;Xanthium;Xylococcus;Yucca;Zeltnera,1,12,197,1%,8%
37,Elliott_Chaparral_Reserve,Chordata,Order,NA,NA,Anseriformes;Anura;Apodiformes;Caprimulgiformes;Caudata;Charadriiformes;Ciconiiformes;Columbiformes;Coraciiformes;Cuculiformes;Falconiformes;Galliformes;Passeriformes;Pelecaniformes;Piciformes;Rodentia;Squamata;Strigiformes;Testudines;Trochiliformes,0,0,20,0%,NA
38,Elliott_Chaparral_Reserve,Chordata,Family,NA,NA,Accipitridae;Aegithalidae;Alaudidae;Anatidae;Anguidae;Anniellidae;Apodidae;Ardeidae;Boidae;Bombycillidae;Bufonidae;Caprimulgidae;Cathartidae;Certhiidae;Cerylidae;Charadriidae;Colubridae;Columbidae;Corvidae;Cricetidae;Dipsadidae;Emydidae;Eublepharidae;Falconidae;Fringillidae;Heteromyidae;Hirundinidae;Hylidae;Icteridae;Iguanidae;Laniidae;Leptotyphlopidae;Mimidae;Motacillidae;Neomorphidae;Odontophoridae;Paridae;Parulidae;Passerellidae;Passeridae;Pelobatidae;Phalacrocoracidae;Phrynosomatidae;Picidae;Pipidae;Plethodontidae;Ranidae;Salamandridae;Scincidae;Strigidae;Sturnidae;Sylviidae;Teiidae;Trochilidae;Turdidae;Tyrannidae;Tytonidae;Viperidae;Vireonidae;Xantusiidae,0,0,60,0%,NA
39,Elliott_Chaparral_Reserve,Chordata,Genus,NA,NA,Accipiter;Actinemys;Aeronautes;Agelaius;Aimophila;Ammodramus;Amphispiza;Anas;Aneides;Anniella;Anthus;Aphelocoma;Aquila;Ardea;Arizona;Aspidoscelis;Athene;Baeolophus;Batrachoseps;Bombycilla;Bubo;Bufo;Buteo;Callipepla;Calypte;Carduelis;Carpodacus;Cathartes;Catharus;Ceryle;Chaetodipus;Chaetura;Chamaea;Charadrius;Chondestes;Chordeiles;Circus;Colaptes;Coleonyx;Coluber;Columba;Contopus;Corvus;Crotalus;Diadophis;Dipodomys;Elanus;Elgaria;Empidonax;Ensatina;Eremophila;Eumeces;Euphagus;Falco;Gambelia;Geococcyx;Geothlypis;Hypsiglena;Icterus;Junco;Lampropeltis;Lanius;Leptotyphlops;Lichanura;Masticophis;Melospiza;Mimus;Myiarchus;Neotoma;Pandion;Passer;Passerculus;Passerella;Passerina;Peromyscus;Petrochelidon;Phainopepla;Phalacrocorax;Phalaenoptilus;Pheucticus;Phrynosoma;Picoides;Pipilo;Pituophis;Polioptila;Psaltriparus;Pseudacris;Rana;Regulus;Rhinocheilus;Salvadora;Sayornis;Sceloporus;Setophaga;Sialia;Spea;Spizella;Stelgidopteryx;Sturnella;Sturnus;Tachycineta;Tantilla;Taricha;Thamnophis;Thryomanes;Toxostoma;Trimorphodon;Troglodytes;Turdus;Tyrannus;Tyto;Uta;Vermivora;Vireo;Xantusia;Xenopus;Zenaida;Zonotrichia,0,0,118,0%,NA
40,Elliott_Chaparral_Reserve,Arthropoda,Order,NA,Araneae;Coleoptera;Hemiptera;Oribatida;Podocopida;Poecilostomatoida,NA,0,6,0,NA,0%
41,Elliott_Chaparral_Reserve,Arthropoda,Family,NA,Berytidae;Cerambycidae;Cyclocyprididae;Cyprididae;Nemesiidae;Oribatellidae;Salticidae;Taeniacanthidae,NA,0,8,0,NA,0%
42,Elliott_Chaparral_Reserve,Arthropoda,Genus,NA,Aname;Athamas;Berytinus;Cypridopsis;Desisa;Oribatella;Physocypria;Taeniacanthus,NA,0,8,0,NA,0%
43,Elliott_Chaparral_Reserve,Streptophyta,Order,Apiales;Asparagales;Asterales;Boraginales;Brassicales;Caryophyllales;Ericales;Gentianales;Geraniales;Malvales;Poales;Polypodiales;Saxifragales;Selaginellales,Bryales;Chlorokybales;Desmidiales;Dicranales;Fossombroniales;Hypnales;Jungermanniales;Klebsormidiales;Mesostigmatales;Pinales;Pleuroziales;Polytrichales;Porellales;Pottiales;Pseudoditrichales;Zingiberales,Cornales;Cucurbitales;Dipsacales;Fabales;Fagales;Garryales;Lamiales;Laurales;Liliales;Malpighiales;Myrtales;Ranunculales;Rosales;Sapindales;Solanales,14,16,15,48%,47%
44,Elliott_Chaparral_Reserve,Streptophyta,Family,Apiaceae;Asteraceae;Boraginaceae;Brassicaceae;Caryophyllaceae;Crassulaceae;Geraniaceae;Hydrophyllaceae;Iridaceae;Malvaceae;Poaceae;Polemoniaceae;Pteridaceae;Rubiaceae;Selaginellaceae,Aizoaceae;Brachytheciaceae;Bryaceae;Chlorokybaceae;Desmidiaceae;Ditrichaceae;Fossombroniaceae;Frullaniaceae;Gonatozygaceae;Klebsormidiaceae;Lejeuneaceae;Leucobryaceae;Mesostigmataceae;Myliaceae;Pinaceae;Pleuroziaceae;Polytrichaceae;Porellaceae;Pottiaceae;Theaceae,Adoxaceae;Amaranthaceae;Amaryllidaceae;Anacardiaceae;Asparagaceae;Campanulaceae;Caprifoliaceae;Chenopodiaceae;Cistaceae;Convolvulaceae;Cucurbitaceae;Cyperaceae;Ericaceae;Euphorbiaceae;Fabaceae;Fagaceae;Garryaceae;Gentianaceae;Grossulariaceae;Juncaceae;Lamiaceae;Lauraceae;Liliaceae;Loasaceae;Melanthiaceae;Montiaceae;Namaceae;Onagraceae;Orchidaceae;Orobanchaceae;Paeoniaceae;Papaveraceae;Phrymaceae;Plantaginaceae;Polygonaceae;Polypodiaceae;Primulaceae;Ranunculaceae;Rhamnaceae;Rosaceae;Rutaceae;Scrophulariaceae;Solanaceae;Styracaceae;Urticaceae,15,20,45,25%,43%
45,Elliott_Chaparral_Reserve,Streptophyta,Genus,Bromus;Descurainia;Erodium;Festuca;Geranium;Hypochaeris;Navarretia;Phacelia;Plagiobothrys;Pseudognaphalium;Schismus;Selaginella;Silene;Sisymbrium;Sisyrinchium;Sonchus,Anomobryum;Bryum;Callirhoe;Chlorokybus;Cosmarium;Cyclolejeunea;Diplasiolejeunea;Donrichardsia;Eurhynchium;Fossombronia;Frullania;Gemmabryum;Gonatozygon;Hormidiella;Interfilum;Klebsormidium;Leucobryum;Logfia;Mesembryanthemum;Mesostigma;Mylia;Pimpinella;Pleuridium;Pleurozia;Polemonium;Porella;Pteris;Ptychostomum;Rhodiola;Stellaria,Achnatherum;Acourtia;Adenostoma;Agrostis;Allium;Allophyllum;Amaranthus;Amsinckia;Anagallis;Anethum;Antirrhinum;Apiastrum;Arctostaphylos;Aristida;Artemisia;Avena;Baccharis;Blennosperma;Bloomeria;Bowlesia;Brachypodium;Brassica;Brickellia;Brodiaea;Calandrinia;Calochortus;Calycadenia;Calyptridium;Calystegia;Camissonia;Campanula;Cardionema;Carex;Castilleja;Caulanthus;Ceanothus;Centaurea;Cerastium;Cercocarpus;Chaenactis;Chamaebatia;Chamaesyce;Chenopodium;Chlorogalum;Chorizanthe;Cirsium;Clarkia;Claytonia;Cneoridium;Collinsia;Conyza;Cordylanthus;Cotula;Crassula;Cressa;Croton;Cryptantha;Daucus;Deinandra;Delphinium;Dendromecon;Dichelostemma;Dichondra;Dimorphotheca;Dodecatheon;Dysphania;Ehrendorferia;Emmenanthe;Encelia;Epilobium;Eriastrum;Ericameria;Erigeron;Eriodictyon;Eriogonum;Eriophyllum;Eschscholzia;Eucrypta;Filago;Frangula;Galium;Garrya;Gastridium;Gazania;Gilia;Githopsis;Gnaphalium;Guillenia;Gutierrezia;Hazardia;Hedypnois;Helianthemum;Helianthus;Helminthotheca;Hemizonia;Hesperoyucca;Heteromeles;Hieracium;Hirschfeldia;Holocarpha;Hordeum;Horkelia;Isocoma;Juncus;Keckiella;Lactuca;Lasthenia;Lathyrus;Lepechinia;Lepidium;Lessingia;Leymus;Linanthus;Linaria;Lolium;Lomatium;Lonicera;Lotus;Lupinus;Madia;Malacothamnus;Malacothrix;Malosma;Marah;Marrubium;Matricaria;Melica;Melilotus;Mentzelia;Mimulus;Monardella;Muhlenbergia;Muilla;Nassella;Nemacladus;Nicotiana;Orobanche;Osmadenia;Oxytheca;Paeonia;Papaver;Parietaria;Pectocarya;Pedicularis;Pellaea;Penstemon;Pentachaeta;Pentagramma;Pickeringia;Plantago;Platanthera;Polycarpon;Polypodium;Polypogon;Porophyllum;Psilocarphus;Pterostegia;Quercus;Rafinesquia;Rhamnus;Rhus;Ribes;Salsola;Saltugilia;Salvia;Sambucus;Sanicula;Scrophularia;Scutellaria;Senecio;Sidalcea;Solanum;Spergularia;Stephanomeria;Stylocline;Styrax;Tauschia;Thalictrum;Toxicodendron;Toxicoscordion;Trichostema;Trifolium;Triodanis;Umbellularia;Uropappus;Vicia;Xylococcus;Yucca;Zeltnera,16,30,189,8%,35%
46,Fort_Ord_Natural_Reserve,Chordata,Order,NA,NA,Anura;Carnivora;Caudata;Insectivora;Lagomorpha;Rodentia;Squamata;Testudines,0,0,8,0%,NA
47,Fort_Ord_Natural_Reserve,Chordata,Family,NA,NA,Ambystomatidae;Anguidae;Anniellidae;Canidae;Cervidae;Colubridae;Cricetidae;Dipsadidae;Emydidae;Felidae;Geomyidae;Heteromyidae;Hylidae;Leporidae;Mustelidae;Phrynosomatidae;Plethodontidae;Procyonidae;Sciuridae;Soricidae;Viperidae,0,0,21,0%,NA
48,Fort_Ord_Natural_Reserve,Chordata,Genus,NA,NA,Actinemys;Ambystoma;Aneides;Anniella;Batrachoseps;Canis;Chaetodipus;Coluber;Contia;Crotalus;Diadophis;Dipodomys;Elgaria;Ensatina;Felis;Lampropeltis;Lynx;Neotoma;Odocoileus;Peromyscus;Phrynosoma;Pituophis;Procyon;Pseudacris;Reithrodontomys;Sceloporus;Sorex;Spermophilus;Sylvilagus;Taxidea;Thamnophis;Thomomys,0,0,32,0%,NA
49,Fort_Ord_Natural_Reserve,Arthropoda,Order,NA,Araneae;Astigmata;Coleoptera;Cyclopoida;Diptera;Endeostigmata;Hemiptera;Hymenoptera;Lepidoptera;Lithobiomorpha;Oribatida;Orthoptera;Pantopoda;Podocopida;Poecilostomatoida;Pseudoscorpiones;Thysanoptera;Trombidiformes,NA,0,18,0,NA,0%
50,Fort_Ord_Natural_Reserve,Arthropoda,Family,NA,Alicorhagiidae;Aphididae;Berytidae;Callipallenidae;Carabidae;Cecidomyiidae;Cepheidae;Cerambycidae;Ceratopogonidae;Cercopidae;Chironomidae;Cicadellidae;Cyclopidae;Cyprididae;Cytheruridae;Entomobryidae;Formicidae;Henicopidae;Isotomidae;Katiannidae;Larcidae;Mycetophilidae;Nemesiidae;Onychiuridae;Paronellidae;Phlaeothripidae;Pipunculidae;Pyrgomorphidae;Scarabaeidae;Sminthuridae;Staphylinidae;Taeniacanthidae;Tetranychidae,NA,0,33,0,NA,0%
51,Fort_Ord_Natural_Reserve,Arthropoda,Genus,NA,Alicorhagia;Aname;Anisodactylus;Austropallene;Berytinus;Chalarus;Clavisodalis;Culicoides;Haplothrips;Heterocypris;Homidia;Irodes;Larca;Linepithema;Macrosiphum;Mimeoma;Prionus;Pyrgomorpha;Sminthurus;Taeniacanthus;Tetranychus;Urubaxia,NA,0,22,0,NA,0%
52,Fort_Ord_Natural_Reserve,Streptophyta,Order,Apiales;Asterales;Boraginales;Brassicales;Caryophyllales;Cucurbitales;Ericales;Fabales;Fagales;Gentianales;Geraniales;Lamiales;Malpighiales;Malvales;Myrtales;Poales;Polypodiales;Ranunculales;Sapindales;Saxifragales,Bryales;Chlorokybales;Cupressales;Desmidiales;Dicranales;Funariales;Hypnales;Jungermanniales;Klebsormidiales;Mesostigmatales;Orthotrichales;Pinales;Polytrichales;Porellales;Pottiales;Pseudoditrichales;Selaginellales;Zygnematales,Asparagales;Garryales;Liliales;Oxalidales;Rosales;Solanales,20,18,6,77%,53%
53,Fort_Ord_Natural_Reserve,Streptophyta,Family,Aizoaceae;Anacardiaceae;Apiaceae;Asteraceae;Boraginaceae;Brassicaceae;Caryophyllaceae;Crassulaceae;Cucurbitaceae;Dennstaedtiaceae;Ericaceae;Euphorbiaceae;Fabaceae;Fagaceae;Geraniaceae;Montiaceae;Onagraceae;Plantaginaceae;Poaceae;Polygonaceae;Primulaceae;Ranunculaceae;Rubiaceae,Brachytheciaceae;Bryaceae;Chlorokybaceae;Closteriaceae;Cupressaceae;Desmidiaceae;Dicranaceae;Ditrichaceae;Fissidentaceae;Funariaceae;Gonatozygaceae;Juglandaceae;Klebsormidiaceae;Lejeuneaceae;Leucobryaceae;Malvaceae;Mesostigmataceae;Mesotaeniaceae;Myliaceae;Nyctaginaceae;Oleaceae;Orthotrichaceae;Peniaceae;Pinaceae;Polytrichaceae;Porellaceae;Pottiaceae;Pteridaceae;Saxifragaceae;Scapaniaceae;Selaginellaceae;Theaceae,Amaryllidaceae;Asparagaceae;Cistaceae;Convolvulaceae;Cyperaceae;Garryaceae;Grossulariaceae;Hydrophyllaceae;Lamiaceae;Liliaceae;Orchidaceae;Orobanchaceae;Oxalidaceae;Papaveraceae;Phrymaceae;Plumbaginaceae;Polemoniaceae;Rhamnaceae;Rosaceae;Scrophulariaceae;Solanaceae;Urticaceae,23,32,22,51%,42%
54,Fort_Ord_Natural_Reserve,Streptophyta,Genus,Amsinckia;Anagallis;Anthriscus;Arbutus;Arctostaphylos;Brassica;Briza;Bromus;Chorizanthe;Claytonia;Crassula;Eriogonum;Erodium;Festuca;Galium;Hypochaeris;Lotus;Lupinus;Marah;Medicago;Melica;Pteridium;Quercus;Silene;Stellaria;Toxicodendron;Trifolium;Vicia,Achyrachaena;Ageratina;Aira;Aizoon;Anomobryum;Bougainvillea;Bryum;Calluna;Cardamine;Ceratodon;Chaenactis;Chlorokybus;Closterium;Coix;Colura;Comarostaphylis;Corchorus;Cosmarium;Crassocephalum;Cyclolejeunea;Cylindrocystis;Dianthus;Dicranum;Dielsiochloa;Diplasiolejeunea;Donrichardsia;Echinopogon;Entosthodon;Eurhynchium;Fissidens;Fraxinus;Funaria;Gemmabryum;Gonatozygon;Homalothecium;Hormidiella;Interfilum;Juglans;Juniperus;Klebsormidium;Lasthenia;Leucobryum;Lithophragma;Lolium;Luffa;Mesembryanthemum;Mesostigma;Microseris;Mylia;Nuttallanthus;Ornithopus;Orthotrichum;Penium;Petrorhagia;Pinus;Pleuridium;Poa;Polycarpon;Polytrichum;Porella;Primula;Pteris;Pterostegia;Ptychostomum;Rhodiola;Rosulabryum;Scapania;Schismus;Selaginella;Stylocline;Thalictrum;Tortula;Trachybryum;Trigonella;Triquetrella,Acaena;Achillea;Adenostoma;Agoseris;Allium;Amaryllis;Anaphalis;Arabis;Armeria;Artemisia;Avena;Baccharis;Calochortus;Camissonia;Cardionema;Carduus;Carex;Carpobrotus;Castilleja;Ceanothus;Centaurea;Cerastium;Cirsium;Clarkia;Conicosia;Conium;Conyza;Cordylanthus;Cortaderia;Croton;Cryptantha;Cuscuta;Deinandra;Delairea;Dichelostemma;Ehrharta;Elymus;Eriastrum;Ericameria;Eriophyllum;Eschscholzia;Filago;Foeniculum;Garrya;Genista;Geranium;Gilia;Gnaphalium;Helianthemum;Hesperocnide;Heteromeles;Heterotheca;Hordeum;Horkelia;Koeleria;Lathyrus;Layia;Lepidium;Lessingia;Leymus;Limonium;Linanthus;Lomatium;Madia;Mimulus;Monardella;Nassella;Navarretia;Nemophila;Orobanche;Oxalis;Phacelia;Pholistoma;Plagiobothrys;Plantago;Platanthera;Polygonum;Ranunculus;Raphanus;Rhamnus;Ribes;Rumex;Salvia;Sanicula;Satureja;Scrophularia;Senecio;Solanum;Sonchus;Stachys;Stephanomeria;Thysanocarpus;Uropappus;Urtica,28,75,94,23%,27%
55,Hastings_Natural_History,Chordata,Order,NA,NA,Anseriformes;Apodiformes;Caprimulgiformes;Carnivora;Caudata;Charadriiformes;Chiroptera;Ciconiiformes;Columbiformes;Coraciiformes;Cuculiformes;Didelphimorphia;Falconiformes;Galliformes;Gaviiformes;Gruiformes;Insectivora;Lagomorpha;Passeriformes;Pelecaniformes;Piciformes;Podicipediformes;Rodentia;Strigiformes;Trochiliformes,0,0,25,0%,NA
56,Hastings_Natural_History,Chordata,Family,NA,NA,Accipitridae;Aegithalidae;Alaudidae;Ambystomatidae;Anatidae;Apodidae;Ardeidae;Bombycillidae;Canidae;Caprimulgidae;Cathartidae;Certhiidae;Cerylidae;Charadriidae;Cinclidae;Columbidae;Corvidae;Cricetidae;Didelphidae;Falconidae;Fringillidae;Gaviidae;Geomyidae;Heteromyidae;Hirundinidae;Icteridae;Laniidae;Laridae;Leporidae;Mimidae;Molossidae;Motacillidae;Muridae;Mustelidae;Neomorphidae;Odontophoridae;Paridae;Parulidae;Passerellidae;Passeridae;Pelecanidae;Phalacrocoracidae;Phasianidae;Picidae;Plethodontidae;Podicipedidae;Procyonidae;Rallidae;Sciuridae;Scolopacidae;Sittidae;Soricidae;Strigidae;Sturnidae;Sylviidae;Talpidae;Thraupidae;Trochilidae;Turdidae;Tyrannidae;Tytonidae;Ursidae;Vespertilionidae;Vireonidae,0,0,64,0%,NA
57,Hastings_Natural_History,Chordata,Genus,NA,NA,Accipiter;Actitis;Aegolius;Aeronautes;Agelaius;Aimophila;Aix;Ambystoma;Ammodramus;Amphispiza;Anas;Aneides;Anthus;Antrozous;Aphelocoma;Aquila;Archilochus;Ardea;Asio;Baeolophus;Bassariscus;Batrachoseps;Bombycilla;Branta;Bubo;Buteo;Butorides;Calcarius;Calidris;Callipepla;Calypte;Canis;Cardellina;Carduelis;Carpodacus;Cathartes;Catharus;Catherpes;Certhia;Ceryle;Chaetodipus;Chaetura;Chamaea;Charadrius;Chondestes;Cinclus;Circus;Colaptes;Columba;Contopus;Corvus;Cyanocitta;Cypseloides;Didelphis;Dipodomys;Elanus;Empidonax;Eptesicus;Eremophila;Euphagus;Falco;Fulica;Gallinago;Gavia;Geococcyx;Geothlypis;Glaucidium;Gymnogyps;Hirundo;Icteria;Icterus;Ixoreus;Junco;Lanius;Larus;Lasionycteris;Lasiurus;Lepus;Limnodromus;Melanerpes;Meleagris;Melospiza;Mergus;Microtus;Mimus;Mniotilta;Molothrus;Mus;Mustela;Myadestes;Myiarchus;Myotis;Neotoma;Nucifraga;Nycticorax;Oporornis;Oreortyx;Otus;Pandion;Parula;Passer;Passerculus;Passerella;Passerina;Pelecanus;Peromyscus;Petrochelidon;Phainopepla;Phalacrocorax;Phalaenoptilus;Phalaropus;Phasianus;Pheucticus;Pica;Picoides;Pipilo;Pipistrellus;Piranga;Plecotus;Podiceps;Podilymbus;Poecile;Polioptila;Pooecetes;Porzana;Procyon;Progne;Psaltriparus;Rallus;Regulus;Reithrodontomys;Salpinctes;Sayornis;Scapanus;Sciurus;Selasphorus;Setophaga;Sialia;Sitta;Sorex;Spermophilus;Sphyrapicus;Spizella;Stelgidopteryx;Sterna;Sturnella;Sturnus;Sylvilagus;Tachycineta;Tadarida;Tamias;Thomomys;Thryomanes;Toxostoma;Tringa;Troglodytes;Turdus;Tyrannus;Tyto;Urocyon;Ursus;Vermivora;Vireo;Zenaida;Zonotrichia,0,0,165,0%,NA
58,Hastings_Natural_History,Arthropoda,Order,NA,Araneae;Coleoptera;Diptera;Oribatida;Pantopoda;Podocopida;Thysanoptera,Hymenoptera;Isopoda;Ixodida;Lepidoptera;Odonata,0,7,5,0%,0%
59,Hastings_Natural_History,Arthropoda,Family,NA,Callipallenidae;Cerambycidae;Ceratopogonidae;Chironomidae;Cyprididae;Dicyrtomidae;Hermanniellidae;Mycetophilidae;Nemesiidae;Phlaeothripidae;Scarabaeidae,Aeshnidae;Andrenidae;Apidae;Argasidae;Armadillidae;Calopterygidae;Coenagrionidae;Colletidae;Cordulegastridae;Crambidae;Erebidae;Formicidae;Geometridae;Gomphidae;Halictidae;Hesperiidae;Ixodidae;Lasiocampidae;Lestidae;Libellulidae;Ligiidae;Lycaenidae;Lymantriidae;Macromiidae;Megachilidae;Melittidae;Noctuidae;Nolidae;Notodontidae;Nymphalidae;Papilionidae;Pieridae;Porcellionidae;Saturniidae;Sphingidae;Trichoniscidae;Vespidae,0,11,37,0%,0%
60,Hastings_Natural_History,Arthropoda,Genus,NA,Aname;Austropallene;Culicoides;Haplothrips;Hermanniella;Heterocypris;Limnophyes;Mimeoma;Phaenopsectra;Prionus;Smittia,Acerra;Acronicta;Adelpha;Aeshna;Aglais;Agraulis;Agrotis;Alypia;Anarta;Anax;Andrena;Antheraea;Anthidium;Anthocharis;Anthophora;Apamea;Apantesis;Apis;Arachnis;Archilestes;Arctonotus;Argia;Aricia;Aseptis;Ashmeadiella;Atlides;Augochlorella;Autographa;Autoplusia;Battus;Behrensia;Biston;Bombus;Brechmorhoga;Brephidium;Caenurgia;Calliopsis;Callophrys;Camponotus;Catocala;Centris;Ceratina;Chelostoma;Cheteoscelis;Chlorosea;Chlosyne;Chrysodeixis;Chytonix;Coelioxys;Coenonympha;Colias;Colletes;Cordulegaster;Coryphista;Crematogaster;Cubaris;Cucullia;Cupido;Cyclophora;Danaus;Dermacentor;Diadasia;Diandrena;Diarsia;Dichorda;Dioxys;Dorymyrmex;Drasteria;Drepanulatrix;Dufourea;Dysstroma;Egira;Enallagma;Epirrhoe;Eremobina;Erpetogomphus;Erynnis;Erythemis;Estigmene;Eucera;Euchloe;Eumorpha;Euphilotes;Euphydryas;Eupithecia;Eusarca;Euxoa;Feltia;Feralia;Formica;Furcula;Gabriola;Galgula;Glaucopsyche;Gomphus;Habrodais;Habropoda;Haemaphysalis;Halictus;Heliolonche;Heliopetes;Heliothis;Hemaris;Hemileuca;Hesperapis;Hesperia;Hetaerina;Homorthodes;Hoplitis;Hyalophora;Hydriomena;Hylaeus;Hyles;Hypena;Ischnura;Ixodes;Junonia;Lacinipolia;Lasioglossum;Lasius;Leptarctia;Leptostales;Leptotes;Leptothorax;Lestes;Leucania;Libellula;Ligidium;Limenitis;Liometopum;Litocala;Lophocampa;Lycaena;Macromia;Malacosoma;Manduca;Megachile;Melissodes;Micrathetis;Myrmecocystus;Mythimna;Nasusina;Nedra;Nemoria;Neoalcis;Neoterpes;Nepytia;Nola;Nomada;Nymphalis;Ochlodes;Octogomphus;Ophiogomphus;Orgyia;Ornithodoros;Orthosia;Osmia;Pachydiplax;Pachysphinx;Paltothemis;Pantala;Panthea;Panurginus;Papilio;Parabagrotis;Parandrena;Perdita;Perizoma;Pero;Pheidole;Pholisora;Phryganidia;Phyciodes;Phyllodesma;Pieris;Plataea;Plathemis;Pleromelloida;Pogonomyrmex;Polites;Polygonia;Pontia;Porcellio;Porcellionides;Prenolepis;Prochoerodes;Progomphus;Properigea;Proserpinus;Protorthodes;Protosmia;Pseudobryomima;Pseudohemihyalea;Pseudomasaris;Pseudorthodes;Pyrgus;Rhionaeschna;Sabulodes;Saturnia;Schinia;Schizura;Scopula;Semiothisa;Sicya;Smerinthus;Solenopsis;Spargania;Speyeria;Sphinx;Spilosoma;Stamnodes;Stenamma;Stenoporpia;Stigmatomma;Stretchia;Strymon;Sympetrum;Synaxis;Tapinoma;Telebasis;Thorybes;Trachusa;Tramea;Trichoniscus;Trichoplusia;Triepeolus;Triphosa;Ufeus;Uresiphita;Vanessa;Venusia;Veromessor;Xanthorhoe;Xeromelecta;Xylocopa;Zale;Zenophleps;Zerene;Zosteropoda,0,11,239,0%,0%
61,Hastings_Natural_History,Streptophyta,Order,Apiales;Asterales;Brassicales;Caryophyllales;Ericales;Fabales;Fagales;Malpighiales;Myrtales;Pinales;Poales;Polypodiales;Saxifragales,Bryales;Dicranales;Funariales;Hypnales;Klebsormidiales;Orthotrichales;Polytrichales;Porellales;Pottiales;Pseudoditrichales;Zygnematales,Alismatales;Asparagales;Boraginales;Cornales;Cucurbitales;Cupressales;Dipsacales;Equisetales;Garryales;Gentianales;Geraniales;Lamiales;Laurales;Liliales;Malvales;Oxalidales;Proteales;Ranunculales;Rosales;Salviniales;Santalales;Sapindales;Selaginellales;Solanales;Zygophyllales,13,11,25,34%,54%
